date,firm,Ticker,Research_Development,Income_Before_Tax,Net_Income,Selling_General_Administrative,Gross_Profit,Ebit,Operating_Income,Interest_Expense,Income_Tax_Expense,Total_Revenue,Total_Operating_Expenses,Cost_Of_Revenue,Total_Other_Income_Expense_Net,Net_Income_From_Continuing_Ops,Net_Income_Applicable_To_Common_Shares
2020-10-31,Autodesk,ADSK,223400000,156100000,132200000,463400000,876500000,172500000,172500000,-14600000,23900000,952400000,779900000,75900000,-16400000,132200000,132200000
2021-06-30,"Automatic Data Processing",ADP,0,697100000,538200000,850300000,1631000000,681200000,681200000,-17300000,158900000,3737000000,3055800000,2106000000,15900000,538200000,538200000
2021-03-31,"Automatic Data Processing",ADP,0,1066200000,810700000,747500000,1923900000,1076400000,1076400000,-13500000,255500000,4102000000,3025600000,2178100000,-10200000,810700000,810700000
2020-12-31,"Automatic Data Processing",ADP,0,832600000,647500000,744300000,1673400000,829000000,829000000,-13900000,185100000,3695700000,2866700000,2022300000,3600000,647500000,647500000
2020-09-30,"Automatic Data Processing",ADP,0,765200000,602100000,667600000,1539900000,768800000,768800000,-15100000,163100000,3470700000,2701900000,1930800000,-3600000,602100000,602100000
2021-08-28,AutoZone,AZO,0,985910000,785771000,1526809000,2567839000,1041030000,1041030000,-63537000,200139000,4913484000,3872454000,2345645000,-55120000,785771000,785771000
2021-05-08,AutoZone,AZO,0,758479000,596164000,1111441000,1914946000,803505000,803505000,-45026000,162315000,3651023000,2847518000,1736077000,-45026000,596164000,596164000
2021-02-13,AutoZone,AZO,0,435755000,345946000,1037716000,1559383000,521667000,521667000,-46012000,89809000,2910818000,2389151000,1351435000,-85912000,345946000,345946000
2020-11-21,AutoZone,AZO,0,569046000,442433000,1060392000,1675617000,615225000,615225000,-46179000,126613000,3154261000,2539036000,1478644000,-46179000,442433000,442433000
2021-06-30,"AvalonBay Communities",AVB,0,447987000,447953000,19112000,347692000,144108000,144108000,-56104000,10000,561743000,417635000,214051000,303879000,447977000,447953000
2021-03-31,"AvalonBay Communities",AVB,0,141479000,142223000,18265000,342152000,140590000,140590000,-52613000,-755000,551196000,410606000,209044000,889000,142234000,141899000
2020-12-31,"AvalonBay Communities",AVB,0,338936000,341128000,10914000,337684000,148947000,148947000,-51589000,-2178000,548710000,399763000,211026000,189989000,341114000,340331000
2020-09-30,"AvalonBay Communities",AVB,0,147690000,147703000,13985000,359605000,170272000,170272000,-53249000,-27000,573015000,402743000,213410000,-22582000,147717000,147361000
2021-07-03,"Avery Dennison",AVY,0,254200000,183800000,307000000,576300000,269300000,269300000,-16000000,70400000,2102000000,1832700000,1525700000,-15100000,183800000,183800000
2021-04-03,"Avery Dennison",AVY,0,267600000,209500000,312300000,597000000,284700000,284700000,-16200000,58100000,2051300000,1766600000,1454300000,-17100000,209500000,209500000
2021-01-02,"Avery Dennison",AVY,112800000,254400000,191500000,178200000,571100000,280100000,280100000,-15600000,62900000,1990900000,1710800000,1419800000,-25700000,191500000,191500000
2020-09-26,"Avery Dennison",AVY,112800000,196800000,150500000,258300000,484200000,225900000,225900000,-15600000,46300000,1729100000,1503200000,1244900000,-29100000,150500000,150500000
2021-09-30,"Baker Hughes",BKR,0,209000000,8000000,607000000,1010000000,403000000,403000000,-67000000,193000000,5093000000,4690000000,4083000000,-194000000,16000000,8000000
2021-06-30,"Baker Hughes",BKR,0,66000000,-68000000,636000000,976000000,280000000,280000000,-65000000,143000000,5142000000,4862000000,4166000000,-214000000,-77000000,-68000000
2021-03-31,"Baker Hughes",BKR,0,-536000000,-452000000,582000000,858000000,261000000,261000000,-74000000,69000000,4782000000,4521000000,3924000000,-797000000,-605000000,-452000000
2020-12-31,"Baker Hughes",BKR,0,1520000000,652000000,580000000,1037000000,463000000,463000000,-62000000,569000000,5495000000,5032000000,4458000000,1057000000,951000000,652000000
2021-06-30,"Ball Corp",BLL,0,318000000,202000000,166000000,699000000,361000000,361000000,-66000000,116000000,3459000000,3098000000,2760000000,-43000000,202000000,202000000
2021-03-31,"Ball Corp",BLL,0,232000000,200000000,157000000,632000000,307000000,307000000,-67000000,32000000,3125000000,2818000000,2493000000,-75000000,200000000,200000000
2020-12-31,"Ball Corp",BLL,0,234000000,227000000,162000000,654000000,323000000,323000000,-69000000,7000000,3102000000,2779000000,2448000000,-89000000,227000000,227000000
2020-09-30,"Ball Corp",BLL,0,313000000,241000000,121000000,663000000,382000000,382000000,-68000000,73000000,3093000000,2711000000,2430000000,-69000000,240000000,241000000
2021-07-31,"Bath & Body Works Inc.",BBWI,0,499000000,374000000,899000000,1498000000,599000000,599000000,-99000000,125000000,3318000000,2719000000,1820000000,-100000000,374000000,374000000
2021-05-01,"Bath & Body Works Inc.",BBWI,0,353000000,277000000,842000000,1414000000,572000000,572000000,-114000000,76000000,3024000000,2452000000,1610000000,-219000000,277000000,277000000
2021-01-30,"Bath & Body Works Inc.",BBWI,0,1155000000,860000000,1731000000,3069000000,1338000000,1338000000,-116000000,295000000,4818000000,3480000000,1749000000,-183000000,860000000,860000000
2020-10-31,"Bath & Body Works Inc.",BBWI,0,410000000,331000000,808000000,1359000000,551000000,551000000,-121000000,79000000,3055000000,2504000000,1696000000,-141000000,331000000,331000000
2021-06-30,"Baxter International",BAX,139000000,392000000,298000000,652000000,1254000000,463000000,463000000,-37000000,91000000,3098000000,2635000000,1844000000,-71000000,301000000,298000000
2021-03-31,"Baxter International",BAX,128000000,351000000,298000000,624000000,1174000000,422000000,422000000,-37000000,51000000,2946000000,2524000000,1772000000,-71000000,300000000,298000000
2020-12-31,"Baxter International",BAX,132000000,210000000,168000000,621000000,1260000000,507000000,507000000,-41000000,39000000,3181000000,2674000000,1921000000,-297000000,171000000,168000000
2020-09-30,"Baxter International",BAX,122000000,415000000,356000000,574000000,1209000000,513000000,513000000,-42000000,56000000,2972000000,2459000000,1763000000,-98000000,359000000,356000000
2021-06-30,"Becton Dickinson",BDX,344000000,514000000,525000000,1238000000,2161000000,579000000,579000000,-115000000,-11000000,4890000000,4311000000,2729000000,-65000000,525000000,502000000
2021-03-31,"Becton Dickinson",BDX,317000000,305000000,299000000,1144000000,2283000000,822000000,822000000,-124000000,6000000,4907000000,4085000000,2624000000,-517000000,299000000,276000000
2020-12-31,"Becton Dickinson",BDX,291000000,1157000000,1003000000,1144000000,2766000000,1331000000,1331000000,-118000000,154000000,5315000000,3984000000,2549000000,-174000000,1003000000,980000000
2020-09-30,"Becton Dickinson",BDX,299000000,143000000,128000000,1205000000,2509000000,997000000,997000000,-123000000,15000000,4784000000,3787000000,2275000000,-854000000,128000000,105000000
2021-07-31,"Best Buy",BBY,0,798000000,734000000,1989000000,2810000000,801000000,801000000,-6000000,64000000,11849000000,11048000000,9039000000,-3000000,734000000,734000000
2021-05-01,"Best Buy",BBY,0,767000000,595000000,1968000000,2709000000,721000000,721000000,-6000000,172000000,11637000000,10916000000,8928000000,46000000,595000000,595000000
2020-10-31,"Best Buy",BBY,0,555000000,391000000,2103000000,2831000000,708000000,708000000,-11000000,164000000,11853000000,11145000000,9022000000,-153000000,391000000,391000000
2021-06-30,"Bio-Rad Laboratories",BIO,65291000,1156775000,914114000,221425000,402698000,115982000,115982000,-363000,242661000,715931000,599949000,313233000,1040793000,914114000,914114000
2021-03-31,"Bio-Rad Laboratories",BIO,56912000,1297203000,977414000,191653000,424527000,175962000,175962000,-398000,319789000,726796000,550834000,302269000,1121241000,977414000,977414000
2020-12-31,"Bio-Rad Laboratories",BIO,66965000,1078533000,839102000,215448000,458255000,175842000,175842000,-4703000,239431000,789839000,613997000,331584000,902691000,839102000,839102000
2020-09-30,"Bio-Rad Laboratories",BIO,59546000,1684461000,1314824000,199265000,367311000,108500000,108500000,-5728000,369637000,647263000,538763000,279952000,1575961000,1314824000,1314824000
2021-06-30,Bio-Techne,TECH,20721000,7113000,14960000,85691000,177509000,71097000,71097000,-3291000,-7531000,259028000,187931000,81519000,-63984000,14644000,14951000
2021-03-31,Bio-Techne,TECH,17052000,45354000,45782000,80865000,168274000,70357000,70357000,-2660000,-48000,243552000,173195000,75278000,-25003000,45402000,45755000
2020-12-31,Bio-Techne,TECH,16789000,56368000,46274000,78695000,150923000,55439000,55439000,-3585000,10224000,224253000,168814000,73330000,929000,46144000,46237000
2020-09-30,Bio-Techne,TECH,16041000,39339000,33395000,72748000,137731000,48942000,48942000,-4416000,5944000,204199000,155257000,66468000,-9603000,33395000,33374000
2021-06-30,Biogen,BIIB,585100000,616400000,448500000,637300000,2315300000,504000000,504000000,-56400000,-409100000,2775000000,2271000000,459700000,112400000,1025500000,448500000
2021-03-31,Biogen,BIIB,514200000,448800000,410200000,595000000,2215900000,940100000,940100000,-64700000,44200000,2694000000,1753900000,478100000,-491300000,404600000,410200000
2020-12-31,Biogen,BIIB,1719800000,370900000,357900000,813200000,2362000000,-296200000,-296200000,-56000000,13300000,2852600000,3148800000,490600000,667100000,357600000,357900000
2020-09-30,Biogen,BIIB,1140900000,944700000,701500000,573100000,2927000000,1076700000,1076700000,-56300000,240800000,3376100000,2299400000,449100000,-132000000,703900000,701500000
2021-03-31,BlackRock,BLK,0,1591000000,1199000000,582000000,2164000000,1548000000,1548000000,-55000000,318000000,4398000000,2850000000,2234000000,43000000,1273000000,1199000000
2020-09-30,BlackRock,BLK,0,1981000000,1364000000,461000000,2245000000,1757000000,1757000000,-54000000,464000000,4369000000,2612000000,2124000000,224000000,1517000000,1364000000
2021-09-30,Boeing,BA,575000000,-310000000,-109000000,1062000000,2130000000,493000000,493000000,-669000000,-178000000,15278000000,14785000000,13148000000,-803000000,-132000000,-109000000
2021-06-30,Boeing,BA,497000000,549000000,587000000,860000000,2925000000,1568000000,1568000000,-673000000,-18000000,16998000000,15430000000,14073000000,-1019000000,567000000,587000000
2021-03-31,Boeing,BA,499000000,-572000000,-537000000,850000000,1977000000,628000000,628000000,-679000000,-11000000,15217000000,14589000000,13240000000,-1200000000,-561000000,-537000000
2021-06-30,"Booking Holdings",BKNG,0,-41000000,-167000000,1421000000,1474000000,-55000000,-55000000,-81000000,126000000,2160000000,2215000000,686000000,14000000,-167000000,-167000000
2021-03-31,"Booking Holdings",BKNG,0,-278000000,-55000000,779000000,589000000,-303000000,-303000000,-98000000,-223000000,1141000000,1444000000,552000000,25000000,-55000000,-55000000
2020-12-31,"Booking Holdings",BKNG,0,245000000,-165000000,712000000,747000000,-79000000,-79000000,-98000000,410000000,1238000000,1317000000,491000000,324000000,-165000000,-165000000
2020-09-30,"Booking Holdings",BKNG,0,835000000,801000000,1079000000,2123000000,929000000,929000000,-98000000,34000000,2640000000,1711000000,517000000,-94000000,801000000,801000000
2021-06-30,BorgWarner,BWA,0,302000000,247000000,352000000,762000000,413000000,413000000,-42000000,28000000,3758000000,3345000000,2996000000,-111000000,274000000,247000000
2021-03-31,BorgWarner,BWA,0,136000000,65000000,366000000,818000000,455000000,455000000,-21000000,42000000,4009000000,3554000000,3191000000,-319000000,94000000,65000000
2020-12-31,BorgWarner,BWA,0,596000000,358000000,348000000,772000000,423000000,423000000,-23000000,211000000,3926000000,3503000000,3154000000,173000000,385000000,358000000
2020-09-30,BorgWarner,BWA,0,272000000,111000000,202000000,517000000,319000000,319000000,-20000000,143000000,2534000000,2215000000,2017000000,-47000000,129000000,111000000
2021-06-30,"Boston Properties",BXP,0,141250000,111703000,38405000,457565000,245822000,245822000,-106319000,0,709015000,463193000,251450000,-104572000,141250000,111703000
2021-03-31,"Boston Properties",BXP,0,128147000,100596000,44959000,446779000,231055000,231055000,-107902000,0,706550000,475495000,259771000,-102908000,128147000,91624000
2020-12-31,"Boston Properties",BXP,0,24905000,10311000,31053000,393120000,194054000,194054000,-111991000,0,650769000,456715000,257649000,-169149000,24905000,8088000
2020-09-30,"Boston Properties",BXP,0,118060000,92479000,27862000,424219000,229901000,229901000,-110993000,0,685951000,456050000,261732000,-111841000,118060000,89854000
2021-06-30,"Boston Scientific",BSX,298000000,149000000,186000000,1121000000,2120000000,521000000,521000000,-86000000,-37000000,3077000000,2556000000,957000000,-372000000,186000000,172000000
2021-03-31,"Boston Scientific",BSX,276000000,325000000,341000000,1019000000,1846000000,366000000,366000000,-82000000,-16000000,2752000000,2386000000,906000000,-41000000,341000000,327000000
2020-12-31,"Boston Scientific",BSX,282000000,306000000,210000000,976000000,2086000000,634000000,634000000,-96000000,96000000,2709000000,2075000000,623000000,-328000000,210000000,196000000
2020-09-30,"Boston Scientific",BSX,315000000,-227000000,-155000000,984000000,1778000000,282000000,282000000,-86000000,-72000000,2659000000,2377000000,881000000,-509000000,-155000000,-169000000
2021-05-02,Broadcom,AVGO,1238000000,1486000000,1493000000,325000000,4911000000,2001000000,2001000000,-466000000,-7000000,6610000000,4609000000,1699000000,-515000000,1493000000,1417000000
2021-01-31,Broadcom,AVGO,1211000000,1384000000,1378000000,339000000,4841000000,1923000000,1923000000,-570000000,6000000,6655000000,4732000000,1814000000,-539000000,1378000000,1304000000
2020-11-01,Broadcom,AVGO,1182000000,1137000000,1324000000,512000000,4714000000,1459000000,1459000000,-420000000,-187000000,6467000000,5008000000,1753000000,-322000000,1324000000,1250000000
2021-03-31,"Broadridge Financial Solutions",BR,0,216900000,165000000,190000000,429300000,239300000,239300000,-12000000,51900000,1389800000,1150500000,960500000,-22400000,165000000,165000000
2020-12-31,"Broadridge Financial Solutions",BR,0,69400000,56300000,169000000,248400000,79400000,79400000,-12100000,13100000,1054900000,975500000,806500000,-10000000,56300000,56300000
2020-09-30,"Broadridge Financial Solutions",BR,0,73600000,65800000,151700000,230300000,78600000,78600000,-15000000,7800000,1017400000,938800000,787100000,-5000000,65800000,65800000
2020-06-30,"Broadridge Financial Solutions",BR,0,294700000,229700000,178900000,477700000,298800000,298800000,-16200000,65000000,1361900000,1063100000,884200000,-4100000,229700000,229700000
2021-03-31,"Brown & Brown",BRO,0,239207000,199744000,0,385528000,254216000,254216000,-16342000,39463000,815026000,560810000,429498000,-15009000,199744000,199744000
2020-12-31,"Brown & Brown",BRO,0,130916000,97320000,0,267038000,139395000,139395000,-16639000,33596000,644508000,505113000,377470000,-8479000,97320000,97320000
2020-09-30,"Brown & Brown",BRO,0,158528000,133979000,0,308629000,183520000,183520000,-13234000,24549000,671396000,487876000,362767000,-24992000,133979000,133979000
2020-06-30,"Brown & Brown",BRO,0,129401000,96784000,0,251642000,143165000,143165000,-13809000,32617000,598157000,454992000,346515000,-13764000,96784000,96784000
2021-03-31,"C. H. Robinson",CHRW,0,212069000,173305000,118216000,341545000,223329000,223329000,-12200000,38764000,4803869000,4580540000,4462324000,-11260000,173305000,173305000
2020-12-31,"C. H. Robinson",CHRW,0,194769000,147807000,124516000,331318000,206802000,206802000,-12500000,46962000,4549452000,4342650000,4218134000,-12033000,147807000,147807000
